scenario_id,context_key,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19
6,target_has_supporters,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Cannot,Yes,Yes,Cannot
6,target_no_supporters,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6,tit_for_tat,Cannot,Cannot,No,Yes,Yes,Cannot,No,Cannot,No,Cannot,Yes,Yes,No,Yes,Cannot,Yes,Cannot,Cannot,Cannot,No
7,cost_10,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Cannot,Yes,<,Yes,Yes,Yes
7,cost_10000,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7,deter_impossible,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7,deter_others_impossible,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
7,deter_others_possible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7,deter_possible,Yes,<,Yes,Yes,No,Yes,Yes,Yes,<,No,Yes,No,Cannot,No,No,Cannot,Yes,Cannot,Cannot,Yes
7,grim_trigger,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7,interaction_continuous,Yes,Yes,Yes,Yes,Yes,Yes,Cannot,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Cannot,Yes,No,Yes,Yes
7,interaction_not_continuous,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
7,legal_implications,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7,legal_implications_none,Cannot,No,No,No,Cannot,Cannot,Cannot,Cannot,No,No,No,Yes,No,Cannot,No,Cannot,Yes,Cannot,No,No
7,no_context,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
7,offense_will_not_recur,No,No,No,Cannot,No,Yes,No,Cannot,Yes,No,No,Yes,Yes,Yes,Cannot,Yes,No,No,No,No
7,offense_will_recur,No,No,No,No,No,No,No,No,Yes,No,No,No,Cannot,Cannot,No,No,No,No,No,No
7,offense_will_recur_despite_punishment,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No
7,others_ambivalent,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,<,No,Yes,Yes,No,No,No,Yes
7,others_do_not_want_punishment,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7,others_want_punishment,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No
7,others_will_not_punish,No,Yes,<,No,Yes,No,<,No,No,No,No,Cannot,Cannot,Yes,No,Yes,No,No,No,No
7,others_will_punish,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
7,reputation_decrease,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7,reputation_improve,Cannot,Yes,<,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7,reputation_same,No,Yes,No,Cannot,Cannot,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
7,retaliation_expected,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
7,retaliation_not_expected,No,Yes,No,Cannot,Yes,Yes,No,No,Cannot,Cannot,Yes,Cannot,Cannot,Yes,No,Cannot,Yes,Cannot,Yes,Cannot
7,target_has_high_status,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7,target_has_low_status,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
7,target_has_supporters,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7,target_no_supporters,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,<,No,Yes,Yes,No
7,tit_for_tat,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8,cost_10,Yes,No,Cannot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Cannot,Yes,Yes,Yes
8,cost_10000,Cannot,No,No,No,No,Cannot,No,No,Cannot,No,No,No,No,Cannot,No,No,No,No,Cannot,No
8,deter_impossible,Cannot,Yes,Yes,Cannot,Cannot,No,Cannot,Cannot,Yes,Cannot,No,Cannot,No,No,Yes,No,Yes,Cannot,Cannot,Cannot
8,deter_others_impossible,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No
8,deter_others_possible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cannot
8,deter_possible,<,Cannot,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Cannot,Yes,Cannot,Yes,Cannot,Cannot,Cannot,Yes
8,grim_trigger,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
8,interaction_continuous,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8,interaction_not_continuous,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8,legal_implications,Cannot,Cannot,Cannot,Cannot,Cannot,No,Cannot,Cannot,No,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,No,Cannot,Cannot,Cannot,Cannot
8,legal_implications_none,Yes,No,Cannot,Cannot,Cannot,Yes,Cannot,Cannot,Yes,Yes,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot
8,no_context,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8,offense_will_not_recur,No,No,Yes,Yes,Cannot,Yes,Yes,Yes,Yes,Cannot,Yes,Yes,Cannot,No,Yes,Yes,Yes,Yes,No,Yes
8,offense_will_recur,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Cannot,Yes,Yes,Cannot,Yes,Yes,Yes,Yes,Yes
8,offense_will_recur_despite_punishment,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
8,others_ambivalent,No,No,Yes,Yes,<,No,No,No,Yes,Cannot,Yes,Cannot,Yes,Yes,Cannot,Cannot,No,Yes,Yes,Yes
8,others_do_not_want_punishment,Cannot,Yes,Cannot,Cannot,Yes,No,No,Cannot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cannot,Yes,Cannot
8,others_want_punishment,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Cannot,No,Yes,Cannot,No,No,Yes,<,Yes,Yes,Yes
8,others_will_not_punish,<,Cannot,Cannot,Cannot,<,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,<,Cannot,<,<
8,others_will_punish,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8,reputation_decrease,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8,reputation_improve,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8,reputation_same,Yes,Cannot,No,Yes,Yes,Yes,No,Cannot,Yes,Yes,Cannot,Yes,Yes,Yes,Cannot,Yes,No,Yes,Yes,Yes
8,retaliation_expected,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,No,No,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Yes,Cannot,Yes,Cannot,Cannot
8,retaliation_not_expected,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,<,Cannot,Cannot,Cannot
8,target_has_high_status,No,<,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No
8,target_has_low_status,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8,target_has_supporters,No,No,Yes,No,No,No,No,Yes,Cannot,No,No,No,No,No,No,No,No,No,No,No
8,target_no_supporters,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
8,tit_for_tat,Cannot,Yes,<,No,Yes,Cannot,No,Yes,Cannot,Cannot,No,No,No,Cannot,Cannot,Cannot,Cannot,Yes,Yes,Yes
9,cost_10,No,Yes,Yes,Cannot,Cannot,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Cannot,Yes,No,Yes
9,cost_10000,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
9,deter_impossible,Yes,No,No,No,No,Cannot,Cannot,Cannot,Cannot,Yes,Cannot,No,Cannot,No,Cannot,Yes,Cannot,No,Yes,No
9,deter_others_impossible,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Cannot,No,No,No,Yes,No
9,deter_others_possible,Cannot,Cannot,Cannot,No,Cannot,Cannot,Cannot,No,Yes,Cannot,Cannot,Cannot,Cannot,Yes,Yes,Cannot,<,Cannot,Cannot,Yes
9,deter_possible,Cannot,Cannot,Cannot,Cannot,No,Yes,No,No,No,No,No,Yes,Cannot,Cannot,No,Cannot,Cannot,No,Cannot,Cannot
9,grim_trigger,Yes,Cannot,Cannot,No,No,No,No,Cannot,No,No,No,No,No,Cannot,No,We,No,No,No,No
9,interaction_continuous,<,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Cannot,Cannot,Yes,No,No
9,interaction_not_continuous,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Cannot
9,legal_implications,No,Cannot,Cannot,No,No,No,Cannot,No,No,No,No,Cannot,Cannot,No,Cannot,Cannot,No,No,No,No
9,legal_implications_none,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Yes,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot
9,no_context,Cannot,Cannot,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Cannot,Cannot
9,offense_will_not_recur,Cannot,Yes,Cannot,No,Yes,No,No,Cannot,Yes,Cannot,No,Yes,Yes,No,Cannot,Cannot,No,Cannot,Cannot,Cannot
9,offense_will_recur,Cannot,Cannot,Cannot,Cannot,No,No,Cannot,Cannot,Cannot,Cannot,<,Cannot,Cannot,Cannot,Cannot,Cannot,Yes,Cannot,No,Cannot
9,offense_will_recur_despite_punishment,No,No,No,No,No,No,No,<,Yes,No,No,No,No,No,No,No,No,No,No,Yes
9,others_ambivalent,Cannot,No,No,Cannot,No,No,Yes,Cannot,Yes,<,<,Yes,No,No,No,Cannot,No,Cannot,Yes,No
9,others_do_not_want_punishment,No,No,No,No,No,Yes,No,No,Yes,No,Cannot,Cannot,No,No,Cannot,No,Cannot,No,No,No
9,others_want_punishment,No,No,No,No,No,No,<,Cannot,Cannot,No,Cannot,Yes,No,No,No,No,No,No,Cannot,Yes
9,others_will_not_punish,No,No,No,No,No,No,No,No,No,No,Cannot,Cannot,No,No,No,No,No,No,Cannot,No
9,others_will_punish,Yes,Cannot,No,No,Yes,Cannot,No,Yes,Cannot,No,No,No,No,No,Yes,Yes,Cannot,Yes,No,No
9,reputation_decrease,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Cannot
9,reputation_improve,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9,reputation_same,No,Cannot,Yes,Cannot,Cannot,No,No,No,Yes,Cannot,Cannot,No,No,No,No,Yes,Cannot,Cannot,Cannot,No
9,retaliation_expected,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,No,No,Cannot,Cannot,Cannot,Yes,No,Cannot,Cannot,Cannot,Cannot,No,Cannot
9,retaliation_not_expected,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,No,Cannot,Cannot,Cannot,Yes,No,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot
9,target_has_high_status,No,No,No,Cannot,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9,target_has_low_status,Yes,Yes,Yes,Yes,Cannot,Cannot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9,target_has_supporters,No,No,Cannot,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Cannot,No,No,No,Cannot
9,target_no_supporters,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Yes,<,Cannot,Cannot,Yes,Cannot,Yes,No,<,Yes,Cannot,Yes,Cannot
9,tit_for_tat,No,Cannot,No,Cannot,Cannot,Cannot,Cannot,<,Cannot,Cannot,No,Cannot,Ins,Cannot,Cannot,No,Cannot,No,Cannot,Cannot
10,cost_10,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No
10,cost_10000,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10,deter_impossible,No,No,No,No,Cannot,No,No,No,Yes,No,No,Cannot,Cannot,No,Cannot,No,No,Cannot,Yes,No
10,deter_others_impossible,No,Cannot,No,No,No,Yes,No,No,No,No,Cannot,No,No,No,Cannot,No,No,No,No,No
10,deter_others_possible,No,No,Cannot,Yes,Yes,No,No,Yes,Yes,Yes,No,Cannot,Yes,Cannot,No,No,No,Cannot,No,No
10,deter_possible,No,No,No,Cannot,No,Yes,Cannot,<,No,Cannot,No,No,No,Cannot,Cannot,Cannot,No,Cannot,Cannot,Yes
10,grim_trigger,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Cannot
10,interaction_continuous,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
10,interaction_not_continuous,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
10,legal_implications,No,No,No,Cannot,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10,legal_implications_none,Cannot,Cannot,Cannot,No,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Yes,Cannot,Cannot
10,no_context,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
10,offense_will_not_recur,Cannot,Yes,Cannot,Cannot,Yes,Yes,Yes,Yes,Yes,Cannot,Cannot,Yes,Cannot,Cannot,Cannot,Cannot,Cannot,Yes,Cannot,Yes
10,offense_will_recur,Cannot,Cannot,Cannot,No,No,Cannot,Cannot,Cannot,No,Cannot,Cannot,Cannot,Cannot,Cannot,No,Cannot,Yes,Yes,Cannot,Cannot
10,offense_will_recur_despite_punishment,Yes,No,Cannot,<,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Cannot,No,Yes,Yes
10,others_ambivalent,Yes,No,Yes,Cannot,No,No,No,Yes,Cannot,Cannot,No,No,No,Yes,Cannot,Yes,No,Yes,Yes,Yes
10,others_do_not_want_punishment,Yes,No,Yes,No,No,Yes,Yes,Yes,Cannot,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
10,others_want_punishment,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Cannot,No,Yes,Yes,No,Cannot,No,Cannot,Yes,No
10,others_will_not_punish,No,No,Cannot,No,Yes,No,No,No,No,No,Cannot,No,No,No,No,No,Yes,Yes,Cannot,No
10,others_will_punish,Cannot,Yes,Yes,Yes,Yes,No,Cannot,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Cannot,Cannot
10,reputation_decrease,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10,reputation_improve,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
10,reputation_same,Yes,Yes,Yes,Yes,No,Cannot,Yes,Yes,Yes,Yes,Cannot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
10,retaliation_expected,Cannot,Cannot,No,No,No,Cannot,No,No,Cannot,Cannot,Cannot,No,No,<,Cannot,No,Cannot,No,Cannot,No
10,retaliation_not_expected,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,No,No,Cannot,Cannot,Cannot,Cannot,No,Cannot,No,Cannot,Cannot,Cannot,Cannot,Cannot
10,target_has_high_status,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10,target_has_low_status,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
10,target_has_supporters,No,No,No,No,Cannot,No,No,Cannot,No,No,Yes,No,No,No,No,No,No,No,No,No
10,target_no_supporters,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
10,tit_for_tat,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Cannot,No
11,cost_10,Yes,No,No,Cannot,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No
11,cost_10000,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Cannot,No,No,No,No,No
11,deter_impossible,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11,deter_others_impossible,No,Yes,Cannot,No,No,Cannot,No,No,No,Cannot,No,Cannot,Cannot,No,Cannot,No,Cannot,<,No,No
11,deter_others_possible,Yes,Cannot,Cannot,Cannot,Yes,Cannot,<,No,Cannot,Yes,Yes,No,Cannot,No,No,Cannot,No,No,Cannot,Cannot
11,deter_possible,Cannot,No,Cannot,No,No,Cannot,No,<,No,No,No,Cannot,Cannot,No,No,No,No,No,No,No
11,grim_trigger,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11,interaction_continuous,Cannot,Cannot,No,Cannot,Cannot,Cannot,Cannot,No,No,No,Cannot,No,Yes,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot
11,interaction_not_continuous,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11,legal_implications,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11,legal_implications_none,Cannot,Cannot,No,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Yes,No,Cannot
11,no_context,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11,offense_will_not_recur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11,offense_will_recur,No,Cannot,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,<,Cannot
11,offense_will_recur_despite_punishment,Cannot,No,No,Cannot,No,No,Cannot,No,No,No,Cannot,<,Cannot,No,Cannot,Cannot,No,No,No,Cannot
11,others_ambivalent,No,Cannot,No,No,Cannot,Cannot,Cannot,Cannot,No,Cannot,No,No,No,No,Cannot,No,Cannot,Cannot,No,No
11,others_do_not_want_punishment,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11,others_want_punishment,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11,others_will_not_punish,No,No,No,Cannot,No,<,No,No,No,No,Cannot,No,No,<,No,Cannot,No,No,No,<
11,others_will_punish,No,No,No,Yes,No,<,Yes,No,No,No,<,No,No,No,No,No,No,No,Cannot,Yes
11,reputation_decrease,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11,reputation_improve,Yes,No,No,Yes,No,No,Cannot,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
11,reputation_same,Yes,Yes,No,No,No,Yes,No,Cannot,Yes,Yes,Cannot,No,Cannot,No,Yes,Cannot,Yes,No,No,Cannot
11,retaliation_expected,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11,retaliation_not_expected,Cannot,Cannot,Cannot,No,Cannot,Cannot,<,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Yes,Cannot,Cannot
11,target_has_high_status,No,No,No,No,No,No,No,Cannot,No,No,<,No,No,No,No,No,No,No,No,No
11,target_has_low_status,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11,target_has_supporters,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11,target_no_supporters,Yes,No,No,Yes,No,Cannot,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
11,tit_for_tat,Cannot,No,No,No,No,No,No,No,No,Yes,Cannot,Cannot,No,No,No,No,Cannot,No,No,No
12,cost_10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
12,cost_10000,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Yes,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot
12,deter_impossible,Cannot,Yes,Cannot,No,Cannot,Cannot,Yes,Yes,Cannot,Cannot,Cannot,Cannot,Cannot,No,No,Yes,Cannot,Yes,Cannot,Cannot
12,deter_others_impossible,Yes,Yes,Cannot,Yes,Yes,Yes,Cannot,Yes,Yes,Yes,Cannot,Yes,Yes,Yes,Cannot,Yes,Yes,Cannot,Cannot,Yes
12,deter_others_possible,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
12,deter_possible,Yes,Yes,Yes,Yes,Cannot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cannot,Yes,Yes,Yes,Cannot,Yes
12,grim_trigger,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
12,interaction_continuous,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
12,interaction_not_continuous,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
12,legal_implications,No,Cannot,Cannot,Cannot,Cannot,Yes,Cannot,No,Cannot,Cannot,Cannot,No,Cannot,Cannot,Cannot,Cannot,Cannot,No,Cannot,Cannot
12,legal_implications_none,Yes,Cannot,Yes,Cannot,Cannot,Cannot,Yes,Yes,Cannot,Cannot,Yes,Cannot,Cannot,Yes,Yes,Cannot,Cannot,Cannot,Yes,Cannot
12,no_context,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
12,offense_will_not_recur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
12,offense_will_recur,Cannot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cannot,Yes
12,offense_will_recur_despite_punishment,Yes,Cannot,Yes,Yes,Yes,Cannot,Cannot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cannot,Yes,Yes,Yes,Yes
12,others_ambivalent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
12,others_do_not_want_punishment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
12,others_want_punishment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
12,others_will_not_punish,Cannot,Yes,Cannot,Cannot,Cannot,Yes,Yes,Yes,Cannot,Yes,Cannot,Yes,Yes,Yes,Yes,Yes,Yes,Cannot,Cannot,Yes
12,others_will_punish,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
12,reputation_decrease,No,No,No,No,No,No,No,No,Cannot,No,No,No,No,No,No,No,No,Cannot,No,No
12,reputation_improve,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
12,reputation_same,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
12,retaliation_expected,Yes,Cannot,Cannot,Yes,Cannot,Cannot,Cannot,Yes,Cannot,Cannot,Cannot,Cannot,Cannot,Cannot,Yes,Cannot,Cannot,Yes,Yes,Cannot
12,retaliation_not_expected,Yes,Yes,Cannot,Yes,Cannot,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cannot,Yes,Yes,Yes,Yes,Yes,Yes,Yes
12,target_has_high_status,Yes,Cannot,Cannot,Yes,Cannot,Yes,Yes,Yes,Yes,Yes,Yes,Cannot,Yes,Yes,Yes,Yes,Cannot,Cannot,Yes,Cannot
12,target_has_low_status,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
12,target_has_supporters,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
12,target_no_supporters,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
